,,,,,,,
Year,Source,Product Name,Country Name,Volume (kg),Value (USD),Calculated Duty (USD),Edible code
1994,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"71,850","259,861",0,E
1994,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"5,220","50,765",11,E
1996,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"39,632","136,128",991,E
1996,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"45,236","138,140",0,E
1995,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"18,500","85,789",609,E
1997,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"221,464","950,629","3,765",E
2001,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE > 50%,ICELAND,"112,128","732,829",0,E
2003,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SPAIN,"11,512","59,631",0,E
2003,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,ICELAND,"4,368","7,122",0,E
2004,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"224,887","1,047,594",0,E
1989,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",ICELAND,"53,234","131,300","2,200",E
1989,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,FRANCE,"33,080","102,408",0,E
1991,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"2,041","13,950",84,E
1995,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"17,733","112,644",585,E
1997,IMP,GROUNDFISH COD NSPF FROZEN,PORTUGAL,540,"2,334",0,E
1996,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT BET 45-50%,SPAIN,"1,350","7,503",0,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,ICELAND,"589,052","3,177,534","9,873",E
1999,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,UNITED KINGDOM,"114,442","118,580",0,E
2001,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"32,006","206,562",0,E
2003,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,272,"2,550",0,E
2005,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"81,450","1,250,007",0,E
2006,IMP,GROUNDFISH COD NSPF MINCED FROZEN > 6.8KG,ICELAND,"70,437","124,740",0,E
1990,IMP,GROUNDFISH COD NSPF FROZEN,NORWAY,"19,129","120,809",0,E
1991,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"262,430","1,480,442",0,E
1991,IMP,GROUNDFISH HADDOCK FROZEN,DENMARK,"5,366","32,534",0,E
1991,IMP,GROUNDFISH POLLOCK NSPF MINCED FROZEN > 6.8KG,ICELAND,"342,280","418,010",0,E
1992,IMP,GROUNDFISH CUSK FILLET FROZEN,ICELAND,"35,533","146,021","1,470",E
1994,IMP,GROUNDFISH COD NSPF FILLET SALTED MOISTURE CONTENT BET 45-50%,ICELAND,"18,779","105,923",0,E
1996,IMP,"GROUNDFISH HAKE,WHITING FROZEN",PORTUGAL,748,"2,026",0,E
1996,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"1,928","8,268",2,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,NORWAY,"8,776","35,590",150,E
1999,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,DENMARK,"8,967","30,040",0,E
1990,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"38,102","175,745",0,E
2001,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"47,900","220,968",0,E
2000,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,NORWAY,"4,082","8,245",0,E
2006,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,"179,056","734,129",0,E
2007,IMP,GROUNDFISH COD NSPF DRIED,GERMANY,900,"6,372",0,E
2007,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,ICELAND,"136,519","564,036",0,E
1989,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"2,635","11,544",0,E
1993,IMP,GROUNDFISH POLLOCK ATLANTIC FROZEN,NORWAY,"39,511","62,468",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET FROZEN,ICELAND,"455,997","2,157,639","11,407",E
1999,IMP,GROUNDFISH COD NSPF FROZEN,NORWAY,"1,500","12,870",0,E
2000,IMP,GROUNDFISH COD NSPF DRIED,DENMARK,"8,381","44,824",0,E
1999,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",UNITED KINGDOM,752,"2,985",0,E
2007,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,SPAIN,"2,070","23,067",0,E
2007,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"12,054","53,255",0,E
1990,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"1,000","7,500",0,E
1992,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"15,401","124,939",31,E
1991,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"17,698","94,090",0,E
1994,IMP,GROUNDFISH POLLOCK ALASKA FILLET FROZEN,ICELAND,"27,080","68,790","1,119",E
1994,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"8,071","54,500",335,E
1995,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,NORWAY,"18,942","48,783",625,E
1999,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"9,550","30,100",0,E
2004,IMP,GROUNDFISH COD NSPF FILLET FROZEN,FRANCE,776,"5,975",0,E
1994,IMP,GROUNDFISH COD NSPF FROZEN,NORWAY,"3,066","16,164",0,E
1990,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"44,393","253,579","1,835",E
1993,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,PORTUGAL,"66,970","220,252",0,E
1994,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"117,562","125,521",0,E
1995,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,SPAIN,"10,117","47,865",334,E
1997,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"16,091","63,445",0,E
1999,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"15,912","83,737",0,E
1999,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"22,451","107,308",0,E
1999,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,500,"2,321",0,E
2001,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"5,721","39,465",0,E
2003,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,SPAIN,270,"2,156",0,E
1991,IMP,GROUNDFISH POLLOCK NSPF MINCED FROZEN > 6.8KG,DENMARK,"24,010","40,739",0,E
1989,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH",UNITED KINGDOM,558,"3,877",23,E
1991,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"17,700","111,512",0,E
1991,IMP,GROUNDFISH HADDOCK FRESH,ICELAND,"3,852","26,008",0,E
1997,IMP,GROUNDFISH HADDOCK FILLET FRESH,NORWAY,974,"4,564",17,E
1997,IMP,GROUNDFISH HADDOCK FILLET FROZEN,NORWAY,"11,300","62,790",192,E
1997,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"10,887","56,837",185,E
1990,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"2,843","22,887",118,E
2000,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"110,739","531,069",0,E
2003,IMP,"GROUNDFISH HAKE,WHITING FROZEN",NORWAY,"71,767","87,789",0,E
2002,IMP,GROUNDFISH COD ATLANTIC FROZEN,PORTUGAL,"2,225","7,336",0,E
2003,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,"9,342","38,498",0,E
2004,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"143,052","725,128",0,E
2005,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"8,932","116,900",0,E
1990,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,PORTUGAL,"21,740","45,505",898,E
1994,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,ICELAND,"68,057","222,598",0,E
1999,IMP,GROUNDFISH POLLOCK ALASKA FILLET BLOCKS FROZEN > 4.5KG,GERMANY,"151,109","506,365",0,E
1990,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"18,870","150,356",780,E
1999,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,315,"5,600",0,E
2000,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,PORTUGAL,960,"2,605",0,E
1993,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"34,173","159,866","1,413",E
1993,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"22,438","35,384",0,E
1989,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",NORWAY,"224,621","495,334","9,286",E
1996,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"2,191","13,806",55,E
1997,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"30,556","164,697",0,E
1995,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,NORWAY,"103,207","274,219","3,407",E
2000,IMP,GROUNDFISH POLLOCK NSPF FILLET SALTED,SPAIN,"1,583","5,474",0,E
1995,IMP,GROUNDFISH OCEAN PERCH NSPF FILLET FROZEN,ICELAND,"175,752","546,122",0,E
1997,IMP,GROUNDFISH HADDOCK FILLET FRESH,NETHERLANDS,981,"18,433",16,E
2000,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"2,988","10,098",0,E
1993,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,"1,920","16,100",0,E
1994,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,ICELAND,"8,959","51,762",370,E
1991,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,240,"1,607",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SWEDEN,"4,131","36,137",0,E
1996,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,540,"6,624",1,E
1995,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,300,"4,435",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET FRESH,SPAIN,360,"2,615",9,E
1994,IMP,GROUNDFISH OCEAN PERCH NSPF FROZEN,NORWAY,"21,605","34,923",238,E
1999,IMP,"GROUNDFISH CUSK,POLLOCK FILLET FRESH",ICELAND,"1,855","11,701",0,E
2001,IMP,GROUNDFISH WHITING FILLET BLOCKS FROZEN > 4.5KG,SPAIN,"3,912","9,426",0,E
2000,IMP,GROUNDFISH COD NSPF FRESH,NORWAY,"6,900","13,800",0,E
1999,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,244,"3,866",0,E
1999,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"8,860","19,458",0,E
2005,IMP,GROUNDFISH POLLOCK ALASKA SURIMI,ICELAND,"21,554","24,545",0,E
1997,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,"79,725","454,554",80,E
1996,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"5,389","18,268",0,E
1999,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,NORWAY,"21,184","74,488",0,E
1994,IMP,GROUNDFISH COD ATLANTIC FRESH,NORWAY,500,"2,160",0,E
1999,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,720,"9,084",0,E
2003,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,PORTUGAL,259,"2,245",0,E
1994,IMP,GROUNDFISH OCEAN PERCH NSPF FRESH,PORTUGAL,205,"1,392",2,E
1996,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,"24,249","67,248",606,E
1996,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,90,"1,300",0,E
1991,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"55,727","511,213",111,E
1994,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,ICELAND,"28,763","103,278","1,171",E
1995,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,FINLAND,675,"5,480",0,E
1990,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,"1,226","9,497",51,E
1994,IMP,GROUNDFISH COD ATLANTIC FILLET FRESH,IRELAND,"1,109","12,225",46,E
1992,IMP,GROUNDFISH COD NSPF SALTED MOISTURE CONTENT > 50%,NORWAY,"4,748","11,907",0,E
1998,IMP,"GROUNDFISH HAKE,WHITING FROZEN",SPAIN,"50,163","57,105",0,E
2001,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"20,286","57,245",0,E
2006,IMP,GROUNDFISH COD NSPF FILLET FROZEN,DENMARK,"24,249","134,719",0,E
2007,IMP,GROUNDFISH COD NSPF FILLET FROZEN,IRELAND,"3,228","17,240",0,E
1997,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"7,185","26,627",0,E
1991,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"183,954","604,786",0,E
1995,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"2,355","18,357",78,E
1989,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH,ICELAND,"2,273","7,055",94,E
1991,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,"10,056","67,065",415,E
2006,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,"5,980","11,960",0,E
1991,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"18,782","126,036",776,E
1995,IMP,GROUNDFISH COD NSPF DRIED,NETHERLANDS,"18,130","465,850",36,E
1996,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"4,491","13,854",0,E
1999,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"36,381","294,300",0,E
1997,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NORWAY,"2,950","16,416",0,E
1991,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"4,050","22,962",8,E
1992,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,NORWAY,242,"2,275",0,E
2000,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"46,702","186,102",0,E
1998,IMP,"GROUNDFISH HAKE,WHITING FROZEN",PORTUGAL,"3,643","8,134",0,E
2001,IMP,GROUNDFISH POLLOCK NSPF SALTED WHOLE/DRESSED,ICELAND,674,"10,301",0,E
1989,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,"17,100","122,657",34,E
1993,IMP,GROUNDFISH POLLOCK ALASKA FILLET FROZEN,ICELAND,"15,782","32,790",652,E
1997,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"393,573","663,874",0,E
1996,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,NETHERLANDS,"4,250","37,612",0,E
2000,IMP,GROUNDFISH COD ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"47,900","228,466",0,E
1990,IMP,GROUNDFISH HADDOCK FILLET FROZEN,ICELAND,909,"2,408",38,E
2005,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,920,"10,200",0,E
2005,IMP,GROUNDFISH COD ATLANTIC FRESH,ICELAND,289,"6,531",0,E
1994,IMP,GROUNDFISH POLLOCK ATLANTIC FROZEN,NORWAY,"21,216","41,119",0,E
1997,IMP,GROUNDFISH CUSK FROZEN,PORTUGAL,430,"1,488",0,E
1997,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,720,"8,214",0,E
1995,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,UNITED KINGDOM,"5,626","36,579",0,E
1996,IMP,GROUNDFISH COD ATLANTIC FROZEN,NORWAY,"5,790","11,207",0,E
1990,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"15,747","107,660",0,E
2002,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,ICELAND,"2,750","2,329",0,E
2003,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"6,980","18,218",0,E
1998,IMP,GROUNDFISH COD NSPF FILLET FRESH,NETHERLANDS,750,"5,786",6,E
1998,IMP,GROUNDFISH HADDOCK FILLET FRESH,ICELAND,238,"1,628",2,E
2002,IMP,GROUNDFISH HADDOCK FROZEN,NORWAY,"8,497","8,497",0,E
2004,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,ICELAND,"2,948","17,673",0,E
2001,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"7,059","21,631",0,E
1995,IMP,GROUNDFISH COD NSPF DRIED,ICELAND,902,"9,908",2,E
1993,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,UNITED KINGDOM,"19,399","81,023",0,E
1991,IMP,"GROUNDFISH CUSK,POLLOCK FILLET FRESH",ICELAND,250,"1,890",10,E
1990,IMP,GROUNDFISH HADDOCK FILLET FROZEN,DENMARK,"17,104","122,430",707,E
1998,IMP,GROUNDFISH HADDOCK FILLET FROZEN,UNITED KINGDOM,"18,730","88,421",150,E
1995,IMP,GROUNDFISH POLLOCK NSPF FILLET FROZEN,ICELAND,421,"1,327",14,E
1989,IMP,GROUNDFISH COD NSPF SALTED PROCESSED,ICELAND,"2,981","23,190",0,E
1995,IMP,GROUNDFISH COD NSPF DRIED,SPAIN,"1,100","11,403",2,E
1999,IMP,GROUNDFISH COD NSPF DRIED,SPAIN,"32,700","175,418",0,E
1999,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"7,343","45,511",0,E
2003,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"13,141","57,024",0,E
2007,IMP,GROUNDFISH HADDOCK MEAT FROZEN > 6.8KG,NORWAY,"37,793","218,113",0,E
1994,IMP,GROUNDFISH CUSK FILLET FROZEN,NORWAY,"1,940","11,201",80,E
2006,IMP,GROUNDFISH HAKE (UROPHYCIS SPP.) FILLET FROZEN,PORTUGAL,"4,920","9,296",0,E
1995,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FROZEN,NETHERLANDS,"19,051","66,464",629,E
1998,IMP,GROUNDFISH COD NSPF MEAT FROZEN > 6.8KG,PORTUGAL,"1,080","3,943",0,E
1998,IMP,"GROUNDFISH HAKE,WHITING FROZEN",NORWAY,"23,108","30,749",0,E
1995,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,SPAIN,500,"5,685",0,E
1992,IMP,GROUNDFISH COD NSPF FILLET DRIED/SALTED/BRINE > 6.8KG,ICELAND,750,"9,825",0,E
1992,IMP,"GROUNDFISH HAKE,WHITING FROZEN",NORWAY,"36,438","68,117",0,E
1991,IMP,GROUNDFISH COD ATLANTIC FILLET FROZEN,DENMARK,"17,665","125,227",730,E
1991,IMP,GROUNDFISH COD NSPF FILLET FRESH,ICELAND,"2,267","15,750",94,E
2004,IMP,GROUNDFISH COD NSPF FILLET FROZEN,SPAIN,"1,320","16,460",0,E
1996,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED",NORWAY,"2,145","18,608",0,E
1996,IMP,GROUNDFISH COD NSPF DRIED,NORWAY,225,"3,150",0,E
2005,IMP,GROUNDFISH HADDOCK FROZEN,ICELAND,"2,305","3,557",0,E
2006,IMP,"GROUNDFISH CUSK,POLLOCK FILLET FRESH",ICELAND,816,"8,100",0,E
1988,IMP,GROUNDFISH COD NSPF FILLET FROZEN,NORWAY,"2,352,740","10,309,089",,E
1988,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN",ICELAND,"102,403","477,507",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"422,290","1,892,966",,E
1986,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"10,480,656","29,498,080",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"290,811","843,837",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"8,648","38,879",,E
1985,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",ICELAND,"69,884","102,575",,E
1988,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",ICELAND,"44,394","284,431",,E
1987,IMP,GROUNDFISH COD NSPF FRESH,ICELAND,"5,918","14,447",,E
1987,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"138,247","624,981",,E
1987,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"19,933,381","74,023,466",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"4,916,073","15,405,439",,E
1988,IMP,GROUNDFISH POLLOCK NSPF CANNED NOT IN OIL,UNITED KINGDOM,272,"1,252",,E
1988,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"446,638","791,345",,E
1986,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,ICELAND,"605,047","2,113,659",,E
1987,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"816,006","2,722,171",,E
1988,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",BELGIUM,450,"3,057",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"52,108","203,494",,E
1986,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"32,341","141,026",,E
1985,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET BLOCKS FROZEN > 4.5KG,ICELAND,"260,911","425,238",,E
1987,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FRESH/FROZEN,DENMARK,"24,313","129,074",,E
1983,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FROZEN",NORWAY,"43,186","51,413",,E
1981,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"108,562","259,777",,E
1979,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,527,163","3,448,715",,E
1984,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",UNITED KINGDOM,"1,029,355","2,790,889",,E
1981,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"57,516","145,499",,E
1978,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"2,561,474","6,222,643",,E
1979,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SPAIN,"12,542","30,575",,E
1979,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"1,490,061","3,824,349",,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"484,350","994,309",,E
1983,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"1,629,127","2,235,600",,E
1979,IMP,GROUNDFISH COD NSPF FILLET BLOCKS FROZEN > 4.5KG,DENMARK,"354,600","763,112",,E
1984,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,SWEDEN,"155,405","438,604",,E
1982,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"68,223","401,922",,E
1985,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"37,812","177,285",,E
1984,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FRESH > QUOTA",ICELAND,"59,275","186,318",,E
1984,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"368,116","1,143,065",,E
1974,IMP,GROUNDFISH OCEAN PERCH ATLANTIC FILLET FRESH/FROZEN > QUOTA,ICELAND,"396,366","449,061",,E
1987,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",ICELAND,"2,250","14,950",,E
1973,IMP,GROUNDFISH POLLOCK NSPF FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"5,905,495","5,964,068",,E
1977,IMP,GROUNDFISH HADDOCK FILLET BLOCKS FROZEN > 4.5KG,NORWAY,"3,359,638","5,728,448",,E
1977,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,DENMARK,"56,436","131,308",,E
1977,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",ICELAND,"908,147","1,906,268",,E
1976,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK DRIED",NORWAY,"90,290","563,548",,E
1972,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"591,730","548,485",,E
1972,IMP,GROUNDFISH COD NSPF FILLET FROZEN > QUOTA,NETHERLANDS,"9,896","9,725",,E
1982,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"92,100","220,502",,E
1975,IMP,"GROUNDFISH CUSK,HADDOCK,HAKE,POLLOCK FILLET FROZEN > QUOTA",NORWAY,"4,492,034","7,178,142",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SMOKED PROCESSED",UNITED KINGDOM,"258,283","466,197",,E
1977,IMP,"GROUNDFISH COD,CUSK,HADDOCK,HAKE,POLLOCK SALTED PROCESSED",NORWAY,"20,682","60,625",,E
